row,title,author,publisher,year,language,source,file
413,Tajul Muluk,Tuan Husin Besut Ibn Al Marhum Tuan Ishak Fatani,Percetakan Almuarif Sdn. Bhd;,2007,"[""Malay""]",placeholder,covers/2007_Tajul_Muluk_PLACEHOLDER.jpg
414,Kitab Kaysf Al-Asrar,Al Sheikh Muhamad Salleh Bin Abdullah Mengkabui,,2007,"[""Malay""]",placeholder,covers/2007_Kitab_Kaysf_Al-Asrar_PLACEHOLDER.jpg
415,Kumpulan Ilmu Ghaib,Imam Ghazali,Mahkota Surabaya,2007,"[""Malay""]",placeholder,covers/2007_Kumpulan_Ilmu_Ghaib_PLACEHOLDER.jpg
416,Fiqh Perempuan,Kh. Husein Muhamad,Lkis Yogyakarta Gambiran,2007,"[""Malay""]",placeholder,covers/2007_Fiqh_Perempuan_PLACEHOLDER.jpg
417,Hero Berani,,Sun Empire Comics Ltd.,2007,"[""Chinese""]",placeholder,covers/2007_Hero_Berani_PLACEHOLDER.jpg
418,Ralph,,Men's Focus Company Ltd,2007,"[""Chinese""]",placeholder,covers/2007_Ralph_PLACEHOLDER.jpg
419,Merangsang Keseronokan,,Lai Publisher,2007,"[""Chinese""]",placeholder,covers/2007_Merangsang_Keseronokan_PLACEHOLDER.jpg
420,Water Novels,,Homer Publishing Co. Ltd,2007,"[""Chinese""]",placeholder,covers/2007_Water_Novels_PLACEHOLDER.jpg
421,Sweet Pocket,,Homer Publishing Co. Ltd,2007,"[""Chinese""]",placeholder,covers/2007_Sweet_Pocket_PLACEHOLDER.jpg
422,Gaya Seksi Musim Panas,,Boon Hua Publishing,2007,"[""Chinese""]",placeholder,covers/2007_Gaya_Seksi_Musim_Panas_PLACEHOLDER.jpg
423,Gaya Seksi Musim Bunga,,Xin Hu Publishing House,2007,"[""Chinese""]",placeholder,covers/2007_Gaya_Seksi_Musim_Bunga_PLACEHOLDER.jpg
424,Gadis Tidak Sopan,,Qiang Ba Publishing House,2007,"[""Chinese""]",placeholder,covers/2007_Gadis_Tidak_Sopan_PLACEHOLDER.jpg
425,Sukar Dilupakan,,Qiang Ba Publishing House,2007,"[""Chinese""]",placeholder,covers/2007_Sukar_Dilupakan_PLACEHOLDER.jpg
426,"Artikel Bertajuk ""Cartoon Not Much Impact Here""",,The Sarawak Press Sdn.Bhd.,2006,"[""English""]",placeholder,covers/2006_Artikel_Bertajuk_Cartoon_Not_Much_Impact_Here_PLACEHOLDER.jpg
427,"Artikel Bertajuk ""Media Eropah Siarkan Semula Karikatur Meningkatkan Kontroversi Akhbar Denmark Hina Agama Islam, Mohom Maaf"" Yang Disiarkan Dalam Akhbar Guan Ming Daily Edisi Petang Pada 3 Februari 2",,Guang Ming Ribao Sdn Bhd.,2006,"[""Chinese""]",placeholder,covers/2006_Artikel_Bertajuk_Media_Eropah_Siarkan_Semula_Karikatur_Meningkatkan_Kontroversi_Akhbar_Denmark_Hina_PLACEHOLDER.jpg
428,Weed World,,Weed World,2006,"[""English""]",placeholder,covers/2006_Weed_World_PLACEHOLDER.jpg
429,High Times,,Trans-High Corporation,2006,"[""English""]",placeholder,covers/2006_High_Times_PLACEHOLDER.jpg
430,Cannabis Culture,,Avalon Sunsplash Ltd.,2006,"[""English""]",open_library,covers/2006_Cannabis_Culture.jpg
431,Hakikat & Hikmah 7 Hari Dalam Seminggu,Abu Nashr Al-Hamdaniy,Pustaka Ilmi,2006,"[""Malay""]",placeholder,covers/2006_Hakikat_&_Hikmah_7_Hari_Dalam_Seminggu_PLACEHOLDER.jpg
432,A Fundamental Fear Eurocentrism And The Emergence Of Islamism,Bobby S Sayyid,Zed Books Ltd,2006,"[""English""]",placeholder,covers/2006_A_Fundamental_Fear_Eurocentrism_And_The_Emergence_Of_Islamism_PLACEHOLDER.jpg
433,Islam Revealed A Christian Arab's View Of Islam,Dr. Anis A. Shorrosh,"Thomas Nelson Publishers Nashville,Tennessee",2006,"[""English""]",placeholder,covers/2006_Islam_Revealed_A_Christian_Arab's_View_Of_Islam_PLACEHOLDER.jpg
434,Islam,Matthew S. Gordon,"Oxford University Press.Inc,198.Madison Avenue,New York,Ny,10016-4314",2006,"[""English""]",open_library,covers/2006_Islam.jpg
435,What Everyone Needs To Know About Islam,John L. Esposito,"Oxford University Press,Inc.",2006,"[""English""]",open_library,covers/2006_What_Everyone_Needs_To_Know_About_Islam.jpg
436,Mini-Skirts Mothers & Muslims,Christine Mallouhi,,2006,"[""English""]",placeholder,covers/2006_Mini-Skirts_Mothers_&_Muslims_PLACEHOLDER.jpg
437,Sacred Books Of The East,Epiphanius Wilson,J-Jetley Asian Educational Services,2006,"[""English""]",placeholder,covers/2006_Sacred_Books_Of_The_East_PLACEHOLDER.jpg
438,"The Battle For God Fundamentalism In Judaism,Christianity And Islam",Karen Amstrong,Harpercollins Publishers,2006,"[""English""]",placeholder,"covers/2006_The_Battle_For_God_Fundamentalism_In_Judaism,Christianity_And_Islam_PLACEHOLDER.jpg"
439,Kontroversi Hukum Hudud,Kassim Ahmad,Forum Iqra' Berhad,2006,"[""English""]",placeholder,covers/2006_Kontroversi_Hukum_Hudud_PLACEHOLDER.jpg
440,Risalah No.2 Dilema Umat Islam - Antara Hadis Dan Quran,Kassim Ahmad,Forum Iqra' Berhad,2006,"[""English""]",placeholder,covers/2006_Risalah_No.2_Dilema_Umat_Islam_-_Antara_Hadis_Dan_Quran_PLACEHOLDER.jpg
441,"Cult, World Religions And The Occult",Kenneth Boa,Chariot Victor Publishing,2006,"[""English""]",placeholder,"covers/2006_Cult,_World_Religions_And_The_Occult_PLACEHOLDER.jpg"
442,The Bargaining For Israel: In The Shadow Of Amargeddon,Mona Johnian,"Bridge-Logos,Publishers",2006,"[""English""]",placeholder,covers/2006_The_Bargaining_For_Israel_In_The_Shadow_Of_Amargeddon_PLACEHOLDER.jpg
443,Sharing Your Faith With A Muslim,Abdiyah Akbar Abdul-Haqq,Bethany House Publishers,2006,"[""English""]",placeholder,covers/2006_Sharing_Your_Faith_With_A_Muslim_PLACEHOLDER.jpg
444,Lifting The Veil,Trudio Crawford,Apple Oh Gold,2006,"[""English""]",placeholder,covers/2006_Lifting_The_Veil_PLACEHOLDER.jpg
445,"Petua Dan Doa Pendinding,Penawar, Penyembuh Penyakit",Awang Mohd Yahya,Usnie Publisher,2006,"[""Malay""]",placeholder,"covers/2006_Petua_Dan_Doa_Pendinding,Penawar,_Penyembuh_Penyakit_PLACEHOLDER.jpg"
446,Siri 7 Amalan-Amalan Bid'ah Pada Bulan Syaban,Ustaz Rasul Bin Dahri,Perniagaan Jahabersa,2006,"[""Malay""]",placeholder,covers/2006_Siri_7_Amalan-Amalan_Bid'ah_Pada_Bulan_Syaban_PLACEHOLDER.jpg
447,Pemuda Bani Tamim Perintis Jalan Imam Mahdi,Abu Muhammad Atta,Penerbit Giliran Timur,2006,"[""Malay""]",placeholder,covers/2006_Pemuda_Bani_Tamim_Perintis_Jalan_Imam_Mahdi_PLACEHOLDER.jpg
448,Beach Story By Ernesto Mestre-Reed,David Morgan,,2006,"[""English""]",placeholder,covers/2006_Beach_Story_By_Ernesto_Mestre-Reed_PLACEHOLDER.jpg
449,Scar Tissue,Anthony Kiedis Bersama-Sama La,Hyperion,2006,"[""English""]",placeholder,covers/2006_Scar_Tissue_PLACEHOLDER.jpg
450,The Sexual Life Of Catherine M.,Chatherine Millet,Grove Press,2006,"[""English""]",placeholder,covers/2006_The_Sexual_Life_Of_Catherine_M_PLACEHOLDER.jpg
451,The Queer Movie Poster Book,Jenni Olson,Chronicle Books Llc,2006,"[""English""]",open_library,covers/2006_The_Queer_Movie_Poster_Book.jpg
452,Skin Shows The Tattoo Bible,Chris Wroblewski,Collins & Brown Chrysalis Books Group Plc,2006,"[""English""]",placeholder,covers/2006_Skin_Shows_The_Tattoo_Bible_PLACEHOLDER.jpg
453,The Pornographer's Poem,Michael Tuner,"Vintage Canada,Suatu Bahagian Random House Of Canada Limited",2006,"[""English""]",placeholder,covers/2006_The_Pornographer's_Poem_PLACEHOLDER.jpg
454,Lighting For Nude Photograpy,Rod Ashford,Roto Vision Sa,2006,"[""English""]",placeholder,covers/2006_Lighting_For_Nude_Photograpy_PLACEHOLDER.jpg
455,Sexual Pleasure Reaching New Heights Of Sexual Arousal And Intimacy,"Barbara Keesling, Ph.D",Orient Paperbacks,2006,"[""English""]",placeholder,covers/2006_Sexual_Pleasure_Reaching_New_Heights_Of_Sexual_Arousal_And_Intimacy_PLACEHOLDER.jpg
456,Naked Rooms,Peter Gorman,Goliath,2006,"[""English""]",open_library,covers/2006_Naked_Rooms.jpg
457,Erotic Home Photograpy - How To Take Your Own Nude Portraits,Tom Ang Bersama-Sama Wendy Ang,Fire Book(U.S) Inc.,2006,"[""English""]",placeholder,covers/2006_Erotic_Home_Photograpy_-_How_To_Take_Your_Own_Nude_Portraits_PLACEHOLDER.jpg
458,Tristan Taormino's True Lust,Tristan Taormino,Cleis Press Inc.,2006,"[""English""]",open_library,covers/2006_Tristan_Taormino's_True_Lust.jpg
459,Caught Up!,Winston Chapman,Black Pearl Books,2006,"[""English""]",open_library,covers/2006_Caught_Up!.jpg
460,Jock Sturges Notes,Jock Sturges,Aperture Foundation,2006,"[""English""]",placeholder,covers/2006_Jock_Sturges_Notes_PLACEHOLDER.jpg
461,Classic Nude Photography Techniques And Images,Peter Gowland & Alice Gowland,Amferst Media Inc.,2006,"[""English""]",placeholder,covers/2006_Classic_Nude_Photography_Techniques_And_Images_PLACEHOLDER.jpg
462,Box Lunch The Layperson's Guide To Cunnilingus,Diana Cage,Alyson Publications,2006,"[""English""]",placeholder,covers/2006_Box_Lunch_The_Layperson's_Guide_To_Cunnilingus_PLACEHOLDER.jpg
463,Kundalini For Beginners,Ravindra Kumar,Health Harmony B. Jain Publishers (P) Ltd.,2006,"[""English""]",open_library,covers/2006_Kundalini_For_Beginners.jpg
464,Rahsia Penyegar Tenaga Batin Suami Isteri,Dr.Ruhani,Al-Hidayah Publishers,2006,"[""Malay""]",placeholder,covers/2006_Rahsia_Penyegar_Tenaga_Batin_Suami_Isteri_PLACEHOLDER.jpg
465,Pengakuan Mangsa Rogol,Ayu Mayangsari,Visi Mega Publications,2006,"[""Malay""]",placeholder,covers/2006_Pengakuan_Mangsa_Rogol_PLACEHOLDER.jpg
466,Umee Srimas Pakar Repair `Anu' Lelaki,Webah Salleh,Teguh Ringgit Publishing House,2006,"[""Malay""]",placeholder,covers/2006_Umee_Srimas_Pakar_Repair_`Anu'_Lelaki_PLACEHOLDER.jpg
467,Kamasutra Apakah Kebaikannya?,Drs Munir Rahmat,Kalam Ilham Sdn.Bhd.,2006,"[""Malay""]",placeholder,covers/2006_Kamasutra_Apakah_Kebaikannya_PLACEHOLDER.jpg
468,Jejak-Jejak Sufi Di Malaysia Dan Kesannya Ke Atas Dakwah Islamiah,Abu Nu`Man Sulaiman Ibrahim Al-Bahuri,Jabatan Mufti Wilayah Negeri Sembilan Malaysia,2006,"[""Arabic""]",placeholder,covers/2006_Jejak-Jejak_Sufi_Di_Malaysia_Dan_Kesannya_Ke_Atas_Dakwah_Islamiah_PLACEHOLDER.jpg
469,Bahaya Taqlid Buta & Ta`Sub Mazhab,Rasul Dahri,Perniagaan Jahabersa,2006,"[""Malay""]",placeholder,covers/2006_Bahaya_Taqlid_Buta_&_Ta`Sub_Mazhab_PLACEHOLDER.jpg
470,"Siri 2: Imam Syafie (Rahimanhullah) Mengharamkan Kenduri Arwah, Tahlilan, Yasinan & Selamatan",Ustaz Rasul Bin Dahri,Perniagaan Jahabersa,2006,"[""Malay""]",placeholder,"covers/2006_Siri_2_Imam_Syafie_(Rahimanhullah)_Mengharamkan_Kenduri_Arwah,_Tahlilan,_Yasinan_&_Selamatan_PLACEHOLDER.jpg"
471,Mengapa Sebahagian Bekas Pemimpin Arqam Menentang Haji Ashaari,Dr. Mohd Noor Mohd Basir Dan Alifi Alias,Perniagaan Mata Angin (001618055-V),2006,"[""Malay""]",placeholder,covers/2006_Mengapa_Sebahagian_Bekas_Pemimpin_Arqam_Menentang_Haji_Ashaari_PLACEHOLDER.jpg
472,Abuya Ashaari Muhammad Pemimpin Paling Ajaib Di Zamannya,Ustazah Khadijah Aam,Penerbitan Minda Ikhwan (001283198-V),2006,"[""Malay""]",placeholder,covers/2006_Abuya_Ashaari_Muhammad_Pemimpin_Paling_Ajaib_Di_Zamannya_PLACEHOLDER.jpg
473,Tsunami Pembawa Mesej Dari Tuhan,Ustaz Ashaari Muhammad Dan Ustazah Khadijah Aam,Penerbitan Minda Ikhwan (001283198-V),2006,"[""Malay""]",placeholder,covers/2006_Tsunami_Pembawa_Mesej_Dari_Tuhan_PLACEHOLDER.jpg
474,Pendidikan Rapat Dengan Rohaniah Manusia,Ustaz Hj. Ashaari Muhammad,Penerbitan Minda Ikhwan (001283198-V),2006,"[""Malay""]",placeholder,covers/2006_Pendidikan_Rapat_Dengan_Rohaniah_Manusia_PLACEHOLDER.jpg
475,Islam And The West - A New Political And Religious Order Post September 11,Robert Van De Weyer,Synergy Books International,2006,"[""English""]",placeholder,covers/2006_Islam_And_The_West_-_A_New_Political_And_Religious_Order_Post_September_11_PLACEHOLDER.jpg
476,Negara Tuhan,Penterjemah - Tigga,Putra Langit,2006,"[""Malay""]",placeholder,covers/2006_Negara_Tuhan_PLACEHOLDER.jpg
477,Buku Pintar Al Qur`An Referensi Lengkap Memahami Kitab Suci Al-Qur`An,"Penterjemah - Sudarmaji.,S.Pd@Gruphermes.Mlg",Ladang Pustaka & Intimedia,2006,"[""Malay""]",placeholder,covers/2006_Buku_Pintar_Al_Qur`An_Referensi_Lengkap_Memahami_Kitab_Suci_Al-Qur`An_PLACEHOLDER.jpg
478,The Origin Of Species - Asal-Usul Spesies,Penterjemah - F.Susilohardo / Basuku Hernowo,Ikon Teralitera,2006,"[""Malay""]",placeholder,covers/2006_The_Origin_Of_Species_-_Asal-Usul_Spesies_PLACEHOLDER.jpg
479,Islam : A Short History / Sepintas Sejarah Islam,Penterjemah : Ira Puspito Rini,Ikon Teralitera,2006,"[""Malay""]",placeholder,covers/2006_Islam_A_Short_History_Sepintas_Sejarah_Islam_PLACEHOLDER.jpg
480,Siapakah Muslim?,,Sathiyamey Jeyam,2006,"[""Tamil""]",placeholder,covers/2006_Siapakah_Muslim_PLACEHOLDER.jpg
481,Mac 8,K.Arumugam,Separuthi Publications Sdn.Bhd. (409768-U),2006,"[""Tamil""]",placeholder,covers/2006_Mac_8_PLACEHOLDER.jpg
482,The Word Of Islam,John Alden Williams,Thames And Hudson Ltd. London,2005,"[""English""]",open_library,covers/2005_The_Word_Of_Islam.jpg
483,The Sterling Dictionary Of Religion,Amrita Sharma,Sterling Publishers Pvt.Ltd.,2005,"[""English""]",placeholder,covers/2005_The_Sterling_Dictionary_Of_Religion_PLACEHOLDER.jpg
484,Mercy Ocean's Lovestream,Sheikh Nazim Al-Qubrusi,Sheik Nazim C/O Baysal Gulboy,2005,"[""English""]",placeholder,covers/2005_Mercy_Ocean's_Lovestream_PLACEHOLDER.jpg
485,Great Religions Of The World,,National Geographic Society,2005,"[""English""]",placeholder,covers/2005_Great_Religions_Of_The_World_PLACEHOLDER.jpg
486,Mysterious Facts Strange World,Richard O`Neill,Grange Books,2005,"[""English""]",placeholder,covers/2005_Mysterious_Facts_Strange_World_PLACEHOLDER.jpg
487,Mysterious Facts Gods & Demons,Amanda O`Neill,Grange Books,2005,"[""English""]",placeholder,covers/2005_Mysterious_Facts_Gods_&_Demons_PLACEHOLDER.jpg
488,Women And Islam,Fatima Mernissi,Blackwell Publishers,2005,"[""English""]",open_library,covers/2005_Women_And_Islam.jpg
489,The Cross And The Crescent,Phil Parshall,"Tyndale House Publisher, Inc.,Wheaton, Illinois",2005,"[""English""]",open_library,covers/2005_The_Cross_And_The_Crescent.jpg
490,Muhammad A Biography Of The Prophet,Karen Armstrong,Harper Collins Publishers,2005,"[""English""]",placeholder,covers/2005_Muhammad_A_Biography_Of_The_Prophet_PLACEHOLDER.jpg
491,Messiah War In The Middle East & Road To Armageddon,Grant R. Jeffrey,Frontier Research Publications,2005,"[""English""]",placeholder,covers/2005_Messiah_War_In_The_Middle_East_&_Road_To_Armageddon_PLACEHOLDER.jpg
492,The Bing Bang,Emma Taylor Dan Lorelei Sharke,Penguin Group (Usa) Inc.,2005,"[""English""]",placeholder,covers/2005_The_Bing_Bang_PLACEHOLDER.jpg
493,"Eminem ""Talking""",Chuck Weiner,Omnibus Press,2005,"[""English""]",open_library,covers/2005_Eminem_Talking.jpg
494,The Price Of Pleasure,Joan Elizabeth Lloyd,Kensington Publishing Corp.,2005,"[""English""]",open_library,covers/2005_The_Price_Of_Pleasure.jpg
495,The Vice Guide To Sex And Drugs And Rock And Roll,"Suroosh Alvi, Gavin Mclnnes","Harper Collins Warner Books, Inc.",2005,"[""English""]",placeholder,covers/2005_The_Vice_Guide_To_Sex_And_Drugs_And_Rock_And_Roll_PLACEHOLDER.jpg
496,Lesbian Couple A Guide Ti Creating Healthy Relationships,D.Merilee Clunis & G.Dorsey,Seal Press,2005,"[""English""]",placeholder,covers/2005_Lesbian_Couple_A_Guide_Ti_Creating_Healthy_Relationships_PLACEHOLDER.jpg
497,Lesbian,Radzi Sayed,Ar Communications.,2005,"[""Malay""]",placeholder,covers/2005_Lesbian_PLACEHOLDER.jpg
498,Permata Baiduri Ii ( Petua Merawat Semula Dara Yang Telah Hilang ),Puteri Izma (Mohamad Abd.Hamid),Usnie Publisher,2005,"[""Malay""]",placeholder,covers/2005_Permata_Baiduri_Ii_(_Petua_Merawat_Semula_Dara_Yang_Telah_Hilang_)_PLACEHOLDER.jpg
499,Permata Baiduri ( Tujuh Rormula Mengenal Gadis Masih Dara Atau Tidak ),Puteri Izma(Mohamad Abd.Hamid),Usnie Publisher,2005,"[""Malay""]",placeholder,covers/2005_Permata_Baiduri_(_Tujuh_Rormula_Mengenal_Gadis_Masih_Dara_Atau_Tidak_)_PLACEHOLDER.jpg
500,Rahsia Wanita,,Zzan Publication,2005,"[""Malay""]",placeholder,covers/2005_Rahsia_Wanita_PLACEHOLDER.jpg
501,Korban Nafsu,A Hamid Osman,Teguh Ringgit Publishing House.,2005,"[""Malay""]",placeholder,covers/2005_Korban_Nafsu_PLACEHOLDER.jpg
502,Malam Pengantin - Indahkah Malam Pengantin Anda Berdua?,Puteri Izma Mohamad Abdul,Progressive Publishing House Sdn.Bhd.,2005,"[""Malay""]",placeholder,covers/2005_Malam_Pengantin_-_Indahkah_Malam_Pengantin_Anda_Berdua_PLACEHOLDER.jpg
503,Pengantin Remaja ( Pelamin Impianku ),Puteri Izma,Progressive Publishing House Sdn.Bhd.,2005,"[""Malay""]",placeholder,covers/2005_Pengantin_Remaja_(_Pelamin_Impianku_)_PLACEHOLDER.jpg
504,Air Mata Gadis,Puteri Izma(Mohamad Abd.Hamid),Progressive Publihing House Sdn.Bhd.,2005,"[""Malay""]",placeholder,covers/2005_Air_Mata_Gadis_PLACEHOLDER.jpg
505,Permata Sukma,Rozai Sulaiman,Mediakota Publishing,2005,"[""Malay""]",placeholder,covers/2005_Permata_Sukma_PLACEHOLDER.jpg
506,Is3Hot,Deq Nan,D Linx Publishers,2005,"[""Malay""]",placeholder,covers/2005_Is3Hot_PLACEHOLDER.jpg
507,40 Hari Khalwat Catatan Harian Seorang Psikologi Dalam Pengasingan Diri Sufistik,Michaela Ozelsel,Pustaka Hidayah,2005,"[""Malay""]",placeholder,covers/2005_40_Hari_Khalwat_Catatan_Harian_Seorang_Psikologi_Dalam_Pengasingan_Diri_Sufistik_PLACEHOLDER.jpg
508,Quran Menurut Perempuan,Amina Wadud,Pt Serambi Ilmu Semesta,2005,"[""Malay""]",placeholder,covers/2005_Quran_Menurut_Perempuan_PLACEHOLDER.jpg
509,Mengapa Kita Mencintai Keluarga Nabi Saw,Muhammad Kadzim Muhammad,Pt Lentera Basritama,2005,"[""Malay""]",placeholder,covers/2005_Mengapa_Kita_Mencintai_Keluarga_Nabi_Saw_PLACEHOLDER.jpg
510,Hakikat Lafadz A.L.L.A.H.,Muhyiddin Ibnu Arabi,Penerbit Pustaka Progressif,2005,"[""Malay""]",placeholder,covers/2005_Hakikat_Lafadz_A.L.L.A.H_PLACEHOLDER.jpg
511,Setetes Rahasia Alam Tuhan Melalui Peristiwa Metafisika Al-Mi'raj,Kh.Bahaudin Mudhary,Penerbit Pustaka Progressif,2005,"[""Malay""]",placeholder,covers/2005_Setetes_Rahasia_Alam_Tuhan_Melalui_Peristiwa_Metafisika_Al-Mi'raj_PLACEHOLDER.jpg
512,Jemaat Yang Mengalami Terobosan Strategi-Strategi Apostolik,Dr.Jonathan David,Nafiri Gabriel,2005,"[""Malay""]",placeholder,covers/2005_Jemaat_Yang_Mengalami_Terobosan_Strategi-Strategi_Apostolik_PLACEHOLDER.jpg
513,Kisah Tongkat Nabi Musa,Kh.Abdullah Zakiy Al-Kaaf,Cv Pustaka Setia,2005,"[""Malay""]",placeholder,covers/2005_Kisah_Tongkat_Nabi_Musa_PLACEHOLDER.jpg
514,Delapan Adzab Allah Swt,Kh. Abdullah Zakiy Al-Kaaf,Cv Pustaka Setia,2005,"[""Malay""]",placeholder,covers/2005_Delapan_Adzab_Allah_Swt_PLACEHOLDER.jpg
515,Dari Zaman Nabi Muhammad Saw Dan Para Sahabat,Kh. Abdullah Zakiy Al-Kaaf Drs. Maman Abd. Djaliel,Cv Pustaka Setia,2005,"[""Malay""]",placeholder,covers/2005_Dari_Zaman_Nabi_Muhammad_Saw_Dan_Para_Sahabat_PLACEHOLDER.jpg
516,Al-Audah Ila Al-Quran ( Kembali Kepada Al-Quran ),Kassim Ahmad,Maktabah Madbuli Al-Saghir,2005,,placeholder,covers/2005_Al-Audah_Ila_Al-Quran_(_Kembali_Kepada_Al-Quran_)_PLACEHOLDER.jpg
517,Wanita Jelita,,Yin Ye Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Wanita_Jelita_PLACEHOLDER.jpg
518,Isteri Muda Yang Berlaku Curang,,"Yin Ye Press Co,Ltd.",2005,"[""Chinese""]",placeholder,covers/2005_Isteri_Muda_Yang_Berlaku_Curang_PLACEHOLDER.jpg
519,Pasangan Berahi,,"Yin Ye Press Co, Ltd.",2005,"[""Chinese""]",placeholder,covers/2005_Pasangan_Berahi_PLACEHOLDER.jpg
520,Gadis Hamba Nafsu,,"Yin Ye Press Co, Ltd.",2005,"[""Chinese""]",placeholder,covers/2005_Gadis_Hamba_Nafsu_PLACEHOLDER.jpg
521,Wanita Yang Kesepian,,"Yin Ye Press Co, Ltd.",2005,"[""Chinese""]",placeholder,covers/2005_Wanita_Yang_Kesepian_PLACEHOLDER.jpg
522,Si Comel,,Quan Long Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Si_Comel_PLACEHOLDER.jpg
523,Cinta Liar,,Quan Long Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Cinta_Liar_PLACEHOLDER.jpg
524,Gadis Yang Mengejar Nafsu,,Quan Long Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Gadis_Yang_Mengejar_Nafsu_PLACEHOLDER.jpg
525,Mimpi Pisang,,Quan Long Press Co. Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Mimpi_Pisang_PLACEHOLDER.jpg
526,Cinta Kota,,"Ngan Hon Investmant Co,Ltd.",2005,"[""Chinese""]",placeholder,covers/2005_Cinta_Kota_PLACEHOLDER.jpg
527,Guru Dara,,New Port Printing & Binding Co.,2005,"[""Chinese""]",placeholder,covers/2005_Guru_Dara_PLACEHOLDER.jpg
528,Kisah Doktor Yang Tak Siuman,,New Port Printing & Binding Co.,2005,"[""Chinese""]",placeholder,covers/2005_Kisah_Doktor_Yang_Tak_Siuman_PLACEHOLDER.jpg
529,Pink Lady,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Pink_Lady_PLACEHOLDER.jpg
530,Wanita Seksi,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Wanita_Seksi_PLACEHOLDER.jpg
531,Godaan Seks,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Godaan_Seks_PLACEHOLDER.jpg
532,Cinta Haram,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Cinta_Haram_PLACEHOLDER.jpg
533,Angel,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Angel_PLACEHOLDER.jpg
534,Sexy Girl,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Sexy_Girl_PLACEHOLDER.jpg
535,Kak Long,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Kak_Long_PLACEHOLDER.jpg
536,Body Girl,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Body_Girl_PLACEHOLDER.jpg
537,Wanita Yang Merayau Sepanjang Malam,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Wanita_Yang_Merayau_Sepanjang_Malam_PLACEHOLDER.jpg
538,Lelaki Yang Bertanggung Jawab,,Jin Tian Press Co.Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Lelaki_Yang_Bertanggung_Jawab_PLACEHOLDER.jpg
539,Hot! Girl,,Jin Tian Press Co. Ltd.,2005,"[""Chinese""]",placeholder,covers/2005_Hot!_Girl_PLACEHOLDER.jpg
540,Kisah Tengah Malam,,Hua Ming Publishing House,2005,"[""Chinese""]",placeholder,covers/2005_Kisah_Tengah_Malam_PLACEHOLDER.jpg
541,Perempuan Tidak Bermoral,,Hua Ming Publishing House,2005,"[""Chinese""]",placeholder,covers/2005_Perempuan_Tidak_Bermoral_PLACEHOLDER.jpg
542,Dunia Romantik,,Hong Kong Giant Publishing Group,2005,"[""Chinese""]",placeholder,covers/2005_Dunia_Romantik_PLACEHOLDER.jpg
543,Dunia Ceria,,Hong Kong Fei Da Publishing Group,2005,"[""Chinese""]",placeholder,covers/2005_Dunia_Ceria_PLACEHOLDER.jpg
544,Burung Berapi,,,2004,"[""Chinese""]",placeholder,covers/2004_Burung_Berapi_PLACEHOLDER.jpg
545,Ichiban,Lung Siu Tin,Million Solid Ltd,2004,"[""Chinese""]",placeholder,covers/2004_Ichiban_PLACEHOLDER.jpg
546,Kama Sastera Ahti Sangkarar (Bhs Tamil),Mathan,Golden Publication,2004,"[""Malay"", ""English""]",placeholder,covers/2004_Kama_Sastera_Ahti_Sangkarar_(Bhs_Tamil)_PLACEHOLDER.jpg
